SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,address
COMMIT LEARNING SCHOOLHOUSE @ WOODGROVE PRIMARY SCHOOL,2,WOODLANDS DRIVE 14,COMMIT LEARNING SCHOOLHOUSE @ WOODGROVE PRIMARY SCHOOL,2 WOODLANDS DRIVE 14 COMMIT LEARNING SCHOOLHOUSE @ WOODGROVE PRIMARY SCHOOL SINGAPORE 738079,738079,23204.9254116695,46050.2524968032,1.43273620725049,103.79023031392,2    WOODLANDS DRIVE 14
WOODGROVE PRIMARY SCHOOL,2,WOODLANDS DRIVE 14,WOODGROVE PRIMARY SCHOOL,2 WOODLANDS DRIVE 14 WOODGROVE PRIMARY SCHOOL SINGAPORE 738079,738079,23246.5605064044,46090.8542425744,1.43310340168966,103.790604437613,2    WOODLANDS DRIVE 14
WOODGROVE SECONDARY SCHOOL,3,WOODLANDS AVENUE 6,WOODGROVE SECONDARY SCHOOL,3 WOODLANDS AVENUE 6 WOODGROVE SECONDARY SCHOOL SINGAPORE 738990,738990,23852.2922348054,45561.7290254179,1.42831828137013,103.79604758539,3    WOODLANDS AVENUE 6
COMMIT LEARNING SCHOOLHOUSE @ WOODLANDS PRIMARY SCHOOL,10,WOODLANDS DRIVE 50,COMMIT LEARNING SCHOOLHOUSE @ WOODLANDS PRIMARY SCHOOL,10 WOODLANDS DRIVE 50 COMMIT LEARNING SCHOOLHOUSE @ WOODLANDS PRIMARY SCHOOL SINGAPORE 738853,738853,23378.645416881,46475.5760247037,1.43658270720199,103.791791282236,10   WOODLANDS DRIVE 50
WOODLANDS PRIMARY SCHOOL,10,WOODLANDS DRIVE 50,WOODLANDS PRIMARY SCHOOL,10 WOODLANDS DRIVE 50 WOODLANDS PRIMARY SCHOOL SINGAPORE 738853,738853,23354.0808293354,46472.0799515136,1.43655108594232,103.791570546509,10   WOODLANDS DRIVE 50
POWERLIFE STUDENT SERVICES,11,WOODLANDS RING ROAD,POWERLIFE STUDENT SERVICES,11 WOODLANDS RING ROAD POWERLIFE STUDENT SERVICES SINGAPORE 738240,738240,24004.4034421528,46284.1696799081,1.43485179380236,103.79741434351,11   WOODLANDS RING ROAD
WOODLANDS RING PRIMARY SCHOOL,11,WOODLANDS RING ROAD,WOODLANDS RING PRIMARY SCHOOL,11 WOODLANDS RING ROAD WOODLANDS RING PRIMARY SCHOOL SINGAPORE 738240,738240,24006.7839585366,46295.2823582534,1.43495229315857,103.797435733144,11   WOODLANDS RING ROAD
WOODLANDS RING SECONDARY SCHOOL,10,WOODLANDS RING ROAD,WOODLANDS RING SECONDARY SCHOOL,10 WOODLANDS RING ROAD WOODLANDS RING SECONDARY SCHOOL SINGAPORE 738239,738239,24308.6728630271,46465.1933193207,1.43648894729939,103.800148469692,10   WOODLANDS RING ROAD
WOODLANDS SECONDARY SCHOOL,11,MARSILING ROAD,WOODLANDS SECONDARY SCHOOL,11 MARSILING ROAD WOODLANDS SECONDARY SCHOOL SINGAPORE 739111,739111,21464.012295193,46756.7632628027,1.43912528141356,103.774586410437,11   MARSILING ROAD
HOME-IN-SCHOOL CONNECTION STUDENT CARE CENTRE,45,HOUGANG AVENUE 1,HOME-IN-SCHOOL CONNECTION STUDENT CARE CENTRE,45 HOUGANG AVENUE 1 HOME-IN-SCHOOL CONNECTION STUDENT CARE CENTRE SINGAPORE 538882,538882,34332.065497526,37785.9478133563,1.35799653782463,103.890216355459,45   HOUGANG AVENUE 1
XINGHUA PRIMARY SCHOOL,45,HOUGANG AVENUE 1,XINGHUA PRIMARY SCHOOL,45 HOUGANG AVENUE 1 XINGHUA PRIMARY SCHOOL SINGAPORE 538882,538882,34360.61483486,37776.2619072273,1.35790893589535,103.890472887906,45   HOUGANG AVENUE 1
SHG STUDENT CARE (XINGNAN PRIMARY SCHOOL),5,JURONG WEST STREET 91,SHG STUDENT CARE (XINGNAN PRIMARY SCHOOL),5 JURONG WEST STREET 91 SHG STUDENT CARE (XINGNAN PRIMARY SCHOOL) SINGAPORE 649036,649036,11781.8064267524,36095.6510288138,1.34270639669225,103.687588478681,5    JURONG WEST STREET 91
XINGNAN PRIMARY SCHOOL,5,JURONG WEST STREET 91,XINGNAN PRIMARY SCHOOL,5 JURONG WEST STREET 91 XINGNAN PRIMARY SCHOOL SINGAPORE 649036,649036,11822.0669615418,36078.0729275383,1.34254744877694,103.687950252103,5    JURONG WEST STREET 91
RAFFLES STUDENT CARE CENTRE LLP (XINMIN PRIMARY),9,HOUGANG AVENUE 8,RAFFLES STUDENT CARE CENTRE LLP (XINMIN PRIMARY),9 HOUGANG AVENUE 8 RAFFLES STUDENT CARE CENTRE LLP (XINMIN PRIMARY) SINGAPORE 538784,538784,33507.7829754585,39308.7065256815,1.37176798317468,103.88280991785,9    HOUGANG AVENUE 8
XINMIN PRIMARY SCHOOL,9,HOUGANG AVENUE 8,XINMIN PRIMARY SCHOOL,9 HOUGANG AVENUE 8 XINMIN PRIMARY SCHOOL SINGAPORE 538784,538784,33537.9261037428,39267.5186706744,1.37139548941931,103.883080767491,9    HOUGANG AVENUE 8
XINMIN SECONDARY SCHOOL,11,HOUGANG AVENUE 8,XINMIN SECONDARY SCHOOL,11 HOUGANG AVENUE 8 XINMIN SECONDARY SCHOOL SINGAPORE 538789,538789,33534.6789847175,39396.1568145063,1.37255884700002,103.88305161385,11   HOUGANG AVENUE 8
XISHAN PRIMARY SCHOOL,8,YISHUN STREET 21,XISHAN PRIMARY SCHOOL,8 YISHUN STREET 21 XISHAN PRIMARY SCHOOL SINGAPORE 768611,768611,28493.7422212623,46131.5536631271,1.43347186925064,103.837755319448,8    YISHUN STREET 21
XISHAN STUDENT CARE CENTRE,8,YISHUN STREET 21,XISHAN STUDENT CARE CENTRE,8 YISHUN STREET 21 XISHAN STUDENT CARE CENTRE SINGAPORE 768611,768611,28493.7430082299,46131.5526945516,1.43347186049118,103.837755326519,8    YISHUN STREET 21
BIG HEART STUDENT CARE @ YANGZHENG,15,SERANGOON AVENUE 3,BIG HEART STUDENT CARE @ YANGZHENG,15 SERANGOON AVENUE 3 BIG HEART STUDENT CARE @ YANGZHENG SINGAPORE 556108,556108,31911.6418975126,36788.5459239464,1.3489768083841,103.868467129954,15   SERANGOON AVENUE 3
YANGZHENG PRIMARY SCHOOL,15,SERANGOON AVENUE 3,YANGZHENG PRIMARY SCHOOL,15 SERANGOON AVENUE 3 YANGZHENG PRIMARY SCHOOL SINGAPORE 556108,556108,31925.931594234,36751.9403087255,1.34864575840923,103.868595527042,15   SERANGOON AVENUE 3
PRO-TEACH SCHOOLCARE (YEW TEE PRIMARY),10,CHOA CHU KANG STREET 64,PRO-TEACH SCHOOLCARE (YEW TEE PRIMARY),10 CHOA CHU KANG STREET 64 PRO-TEACH SCHOOLCARE (YEW TEE PRIMARY) SINGAPORE 689100,689100,18930.0708015431,42068.5415837038,1.39672603497195,103.751817992962,10   CHOA CHU KANG ST 64
YEW TEE PRIMARY SCHOOL,10,CHOA CHU KANG STREET 64,YEW TEE PRIMARY SCHOOL,10 CHOA CHU KANG STREET 64 YEW TEE PRIMARY SCHOOL SINGAPORE 689100,689100,18837.4775282657,42072.9649468437,1.39676600905037,103.750985967346,10   CHOA CHU KANG ST 64
YIO CHU KANG PRIMARY SCHOOL,1,HOUGANG STREET 51,YIO CHU KANG PRIMARY SCHOOL,1 HOUGANG STREET 51 YIO CHU KANG PRIMARY SCHOOL SINGAPORE 538720,538720,33823.1315680202,39990.3703038469,1.37793264345276,103.885643682171,1    HOUGANG STREET 51
YMCA STUDENT CARE CENTRE @ YIO CHU KANG,1,HOUGANG STREET 51,YMCA STUDENT CARE CENTRE @ YIO CHU KANG,1 HOUGANG STREET 51 YMCA STUDENT CARE CENTRE @ YIO CHU KANG SINGAPORE 538720,538720,33814.7894090274,39978.2141064946,1.3778227088538,103.885568719387,1    HOUGANG STREET 51
YIO CHU KANG SECONDARY SCHOOL,3063,ANG MO KIO AVENUE 5,YIO CHU KANG SECONDARY SCHOOL,3063 ANG MO KIO AVENUE 5 YIO CHU KANG SECONDARY SCHOOL SINGAPORE 569868,569868,28981.3761166064,39995.0998579115,1.37797597740925,103.84213696352,3063 ANG MO KIO AVENUE 5
YISHUN INNOVA JUNIOR COLLEGE,3,YISHUN RING ROAD,YISHUN INNOVA JUNIOR COLLEGE,3 YISHUN RING ROAD YISHUN INNOVA JUNIOR COLLEGE SINGAPORE 768675,768675,27634.2199267391,45113.7171314787,1.42426692572335,103.83003171149,3    YISHUN RING ROAD
MOE KINDERGARTEN @ YISHUN,500,YISHUN RING ROAD,MOE KINDERGARTEN @ YISHUN,500 YISHUN RING ROAD MOE KINDERGARTEN @ YISHUN SINGAPORE 768679,768679,28081.4848068403,46187.3166116737,1.43397617334964,103.834050796658,500  YISHUN RING ROAD
YISHUN PRIMARY SCHOOL,500,YISHUN RING ROAD,YISHUN PRIMARY SCHOOL,500 YISHUN RING ROAD YISHUN PRIMARY SCHOOL SINGAPORE 768679,768679,28085.526611778,46122.0615023617,1.43338602975674,103.834087115915,500  YISHUN RING ROAD
YISHUN STUDENT CARE CENTRE,500,YISHUN RING ROAD,YISHUN STUDENT CARE CENTRE,500 YISHUN RING ROAD YISHUN STUDENT CARE CENTRE SINGAPORE 768679,768679,28066.9764239369,46135.8522919063,1.43351074871338,103.833920424962,500  YISHUN RING ROAD
YISHUN SECONDARY SCHOOL,4,YISHUN STREET 71,YISHUN SECONDARY SCHOOL,4 YISHUN STREET 71 YISHUN SECONDARY SCHOOL SINGAPORE 768516,768516,27493.1783263972,45541.2352395374,1.42813324276086,103.828764316679,4    YISHUN STREET 71
YISHUN TOWN SECONDARY SCHOOL,6,YISHUN STREET 21,YISHUN TOWN SECONDARY SCHOOL,6 YISHUN STREET 21 YISHUN TOWN SECONDARY SCHOOL SINGAPORE 768610,768610,28531.4577029087,46004.3591205124,1.43232156717386,103.838094226361,6    YISHUN STREET 21
BIG HEART STUDENT CARE @ YU NENG,56,BEDOK NORTH STREET 3,BIG HEART STUDENT CARE @ YU NENG,56 BEDOK NORTH STREET 3 BIG HEART STUDENT CARE @ YU NENG SINGAPORE 469623,469623,38983.8870810149,35130.5094223451,1.33398037894072,103.932015036296,56   BEDOK NORTH ST 3
YU NENG PRIMARY SCHOOL,56,BEDOK NORTH STREET 3,YU NENG PRIMARY SCHOOL,56 BEDOK NORTH STREET 3 YU NENG PRIMARY SCHOOL SINGAPORE 469623,469623,38998.3352306299,35120.4393246993,1.33388930344069,103.932144857355,56   BEDOK NORTH ST 3
YUAN CHING SECONDARY SCHOOL,103,YUAN CHING ROAD,YUAN CHING SECONDARY SCHOOL,103 YUAN CHING ROAD YUAN CHING SECONDARY SCHOOL SINGAPORE 618654,618654,15488.8783984222,36018.0484284926,1.34200635764467,103.72089870437,103  YUAN CHING ROAD
PRO-TEACH SCHOOLCARE (YUHUA),158,JURONG EAST STREET 24,PRO-TEACH SCHOOLCARE (YUHUA),158 JURONG EAST STREET 24 PRO-TEACH SCHOOLCARE (YUHUA) SINGAPORE 609558,609558,17710.4895017752,36118.9610992391,1.34291981622016,103.740861148879,158  JURONG EAST STREET 24
YUHUA PRIMARY SCHOOL,158,JURONG EAST STREET 24,YUHUA PRIMARY SCHOOL,158 JURONG EAST STREET 24 YUHUA PRIMARY SCHOOL SINGAPORE 609558,609558,17737.7130106175,36105.9662365932,1.34280230475033,103.741105772644,158  JURONG EAST STREET 24
YUHUA SECONDARY SCHOOL,35,JURONG WEST STREET 41,YUHUA SECONDARY SCHOOL,35 JURONG WEST STREET 41 YUHUA SECONDARY SCHOOL SINGAPORE 649406,649406,15687.9488993762,36590.8085158002,1.34718626876968,103.722687235839,35   JURONG WEST STREET 41
SHG STUDENT CARE (YUMIN PRIMARY SCHOOL),3,TAMPINES STREET 21,SHG STUDENT CARE (YUMIN PRIMARY SCHOOL),3 TAMPINES STREET 21 SHG STUDENT CARE (YUMIN PRIMARY SCHOOL) SINGAPORE 529393,529393,41046.6676057065,37047.4549574535,1.35131569890862,103.950551091373,3    TAMPINES STREET 21
YUMIN PRIMARY SCHOOL,3,TAMPINES STREET 21,YUMIN PRIMARY SCHOOL,3 TAMPINES STREET 21 YUMIN PRIMARY SCHOOL SINGAPORE 529393,529393,41036.7447315324,37044.8092632648,1.35129177656981,103.950461927088,3    TAMPINES STREET 21
11 BUKIT BATOK STREET 25 SINGAPORE 658712,11,BUKIT BATOK STREET 25,NIL,11 BUKIT BATOK STREET 25 SINGAPORE 658712,658712,19858.1701468583,36056.0720382147,1.34235172835604,103.760159353985,11   BUKIT BATOK STREET 25
ST ANDREW'S MISSION SCHOOL,11,BUKIT BATOK STREET 25,ST ANDREW'S MISSION SCHOOL,11 BUKIT BATOK STREET 25 ST ANDREW'S MISSION SCHOOL SINGAPORE 658712,658712,19844.0669009173,36054.6887308229,1.34233921440623,103.760032628302,11   BUKIT BATOK STREET 25
YUYING SECONDARY SCHOOL,47,HOUGANG AVENUE 1,YUYING SECONDARY SCHOOL,47 HOUGANG AVENUE 1 YUYING SECONDARY SCHOOL SINGAPORE 538884,538884,34329.6638843575,37690.788632296,1.35713595302467,103.890194755287,47   HOUGANG AVENUE 1
YMCA STUDENT CARE CENTRE @ ZHANGDE,51,JALAN MEMBINA,YMCA STUDENT CARE CENTRE @ ZHANGDE,51 JALAN MEMBINA YMCA STUDENT CARE CENTRE @ ZHANGDE SINGAPORE 169485,169485,27180.147898172,29627.1081054062,1.28421153855474,103.825951884637,51   Jalan Membina
ZHANGDE PRIMARY SCHOOL,51,JALAN MEMBINA,ZHANGDE PRIMARY SCHOOL,51 JALAN MEMBINA ZHANGDE PRIMARY SCHOOL SINGAPORE 169485,169485,27180.1468993286,29627.1075303145,1.28421153335379,103.825951875662,51   Jalan Membina
MOE KINDERGARTEN @ ZHENGHUA,9,FAJAR ROAD,MOE KINDERGARTEN @ ZHENGHUA,9 FAJAR ROAD MOE KINDERGARTEN @ ZHENGHUA SINGAPORE 679002,679002,20920.4023949644,40155.8313870206,1.37942873617052,103.76970317201,9    Fajar Road
YMCA STUDENT CARE CENTRE @ ZHENGHUA,9,FAJAR ROAD,YMCA STUDENT CARE CENTRE @ ZHENGHUA,9 FAJAR ROAD YMCA STUDENT CARE CENTRE @ ZHENGHUA SINGAPORE 679002,679002,20855.3359762635,40188.1506925318,1.37972100441473,103.769118494651,9    Fajar Road
ZHENGHUA PRIMARY SCHOOL,9,FAJAR ROAD,ZHENGHUA PRIMARY SCHOOL,9 FAJAR ROAD ZHENGHUA PRIMARY SCHOOL SINGAPORE 679002,679002,20877.0395431835,40169.1169131137,1.37954887512229,103.769313521752,9    Fajar Road
SENJA CENTRE,628,SENJA ROAD,SENJA CENTRE,628 SENJA ROAD SENJA CENTRE SINGAPORE 670628,670628,19886.2763911784,40786.13172861,1.38512867383046,103.760410617887,91   SENJA ROAD
SENJA GATEWAY,634B,SENJA ROAD,SENJA GATEWAY,634B SENJA ROAD SENJA GATEWAY SINGAPORE 672634,672634,19654.5804845961,40895.7422979604,1.38611988630201,103.758328624429,91   SENJA ROAD
SENJA GATEWAY,635D,SENJA ROAD,SENJA GATEWAY,635D SENJA ROAD SENJA GATEWAY SINGAPORE 674635,674635,19577.42454891,41000.9880727194,1.3870716683338,103.757635289717,91   SENJA ROAD
SENJA GATEWAY,635B,SENJA ROAD,SENJA GATEWAY,635B SENJA ROAD SENJA GATEWAY SINGAPORE 672635,672635,19585.7892575506,40949.1374124084,1.38660275237577,103.757710467868,91   SENJA ROAD
SENJA GATEWAY,635A,SENJA ROAD,SENJA GATEWAY,635A SENJA ROAD SENJA GATEWAY SINGAPORE 671635,671635,19529.8789341915,40944.6615645848,1.38656225824527,103.757208072494,91   SENJA ROAD
SENJA GATEWAY,635C,SENJA ROAD,SENJA GATEWAY,635C SENJA ROAD SENJA GATEWAY SINGAPORE 673635,673635,19666.3020034339,40937.9798466433,1.38650187058094,103.758433939145,91   SENJA ROAD
SENJA GRAND,625A,SENJA ROAD,SENJA GRAND,625A SENJA ROAD SENJA GRAND SINGAPORE 671625,671625,19927.8863634868,40919.7800107133,1.38633735157449,103.760784478073,91   SENJA ROAD
SENJA GRAND,627,SENJA ROAD,SENJA GRAND,627 SENJA ROAD SENJA GRAND SINGAPORE 670627,670627,19771.3954696991,40831.0672140215,1.38553502172905,103.759378313644,91   SENJA ROAD
SENJA GRAND,631,SENJA ROAD,SENJA GRAND,631 SENJA ROAD SENJA GRAND SINGAPORE 670631,670631,19869.2648157543,40951.7639772315,1.38662658656793,103.760257710151,91   SENJA ROAD
SENJA GRAND,630,SENJA ROAD,SENJA GRAND,630 SENJA ROAD SENJA GRAND SINGAPORE 670630,670630,19813.7555431798,40958.2781921513,1.38668548319749,103.759758915377,91   SENJA ROAD
LEARNING STUDIO BY ZENITANT (ZHONGHUA PRIMARY SCHOOL),12,SERANGOON AVENUE 4,LEARNING STUDIO BY ZENITANT (ZHONGHUA PRIMARY SCHOOL),12 SERANGOON AVENUE 4 LEARNING STUDIO BY ZENITANT (ZHONGHUA PRIMARY SCHOOL) SINGAPORE 556095,556095,32050.2209249679,38036.2660969216,1.36026072476019,103.869712517383,12   SERANGOON AVENUE 4
ZHONGHUA PRIMARY SCHOOL,12,SERANGOON AVENUE 4,ZHONGHUA PRIMARY SCHOOL,12 SERANGOON AVENUE 4 ZHONGHUA PRIMARY SCHOOL SINGAPORE 556095,556095,32055.7766133798,38029.9161160812,1.36020329705047,103.869762438084,12   SERANGOON AVENUE 4
ZHONGHUA SECONDARY SCHOOL,13,SERANGOON AVENUE 3,ZHONGHUA SECONDARY SCHOOL,13 SERANGOON AVENUE 3 ZHONGHUA SECONDARY SCHOOL SINGAPORE 556123,556123,32018.8531237943,36725.5640310161,1.34840720846208,103.869430481414,13   SERANGOON AVENUE 3
